Job ID,parent,MB-seconds,vcore-seconds,AM Host,WF-Type,WF-Name,Application-Name,Uber job,Number of maps,Number of reduces,Job state,Counters,FILE Number of bytes read,FILE Number of bytes written,FILE Number of read operations,FILE Number of large read operations,FILE Number of write operations,HDFS Number of bytes read,HDFS Number of bytes written,HDFS Number of read operations,HDFS Number of large read operations,HDFS Number of write operations,Launched map tasks,Other local map tasks,Total time spent by all maps in occupied slots ms,TOTAL_LAUNCHED_UBERTASKS,NUM_UBER_SUBMAPS,Total time spent by all map tasks ms,Total vcore-seconds taken by all map tasks,Total megabyte-seconds taken by all map tasks,Map input records,Map output records,Input split bytes,Spilled Records,Failed Shuffles,Merged Map outputs,GC time elapsed ms,CPU time spent ms,Physical memory bytes snapshot,Virtual memory bytes snapshot,Total committed heap usage bytes,Bytes Read,Bytes Written,Application-Type,Start-Time,Finish-Time
_1462211675523_215620,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,23615,1,1,4723,4723,24181760,1,0,67,0,0,0,39,3990,329998336,1372401664,510132224,0,0,,,
_1462211675523_229797,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,535385,1,1,107077,107077,548234240,1,0,67,0,0,0,208,8890,312635392,1355919360,508559360,0,0,,,
_1462211675523_208316,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,335135,1,1,67027,67027,343178240,1,0,67,0,0,0,111,6220,314421248,1350266880,505937920,0,0,,,
_1462211675523_210974,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,2719660,1,1,543932,543932,2784931840,1,0,67,0,0,0,366,13080,380370944,1344405504,494403584,0,0,,,
_1462211675523_204810,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,48935,1,1,9787,9787,50109440,1,0,67,0,0,0,59,4860,315805696,1344282624,510132224,0,0,,,
_1462211675523_230551,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167163,311,0,8,1,1,420460,1,1,84092,84092,430551040,1,0,67,0,0,0,69,6470,316727296,1354919936,511705088,0,0,,,
_1462211675523_206110,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,28005,1,1,5601,5601,28677120,1,0,67,0,0,0,116,6110,308834304,1356967936,510132224,0,906,,,
_1462211675523_238458,,141661,25,hadoop02,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,53825,1,1,10765,10765,55116800,1,0,67,0,0,0,83,6820,320716800,1362731008,510132224,0,0,MAPREDUCE,1463695657083,1463695676190
_1462211675523_208439,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,5885835,1,1,1177167,1177167,6027095040,1,0,67,0,0,0,308,15500,401080320,1359568896,482344960,0,0,,,
_1462211675523_233335,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,49835,1,1,9967,9967,51031040,1,0,67,0,0,0,143,7100,312492032,1359921152,508559360,0,0,,,
_1462211675523_234558,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,3247150,1,1,649430,649430,3325081600,1,0,67,0,0,0,134,11420,360493056,1369722880,498073600,0,0,,,
_1462211675523_237900,,21095866,3745,hadoop04,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167091,311,0,8,1,1,18647615,1,1,3729523,3729523,19095157760,1,0,67,0,0,0,492,34970,312160256,1344692224,435159040,0,0,MAPREDUCE,1463690521876,1463694262771
_1462211675523_208784,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,419030,1,1,83806,83806,429086720,1,0,67,0,0,0,163,8280,309497856,1345130496,506986496,0,0,,,
_1462211675523_245212,,1695293,301,hadoop04,hive2,aggregation/aggregate,populateAggregateViewTable,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167162,311,0,8,1,1,1427170,1,1,285434,285434,1461422080,1,0,67,0,0,0,210,9920,324743168,1344442368,515375104,0,0,MAPREDUCE,1463760765391,1463761061870
_1462211675523_209198,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,337855,1,1,67571,67571,345963520,1,0,67,0,0,0,157,6750,314630144,1361608704,508035072,0,0,,,
_1462211675523_226851,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,29630,1,1,5926,5926,30341120,1,0,67,0,0,0,95,7230,321994752,1365774336,510656512,0,0,,,
_1462211675523_218807,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,6248610,1,1,1249722,1249722,6398576640,1,0,67,0,0,0,318,19390,331739136,1344847872,498073600,0,0,,,
_1462211675523_237875,,27119668,4815,hadoop02,hive2,aggregation/aggregate,pivotUnsubs,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167038,311,0,8,1,1,23982900,1,1,4796580,4796580,24558489600,1,0,67,0,0,0,569,41620,297447424,1344757760,425197568,0,0,MAPREDUCE,1463690307521,1463695115226
_1462211675523_209008,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,372735,1,1,74547,74547,381680640,1,0,67,0,0,0,221,8900,301359104,1358712832,508035072,0,0,,,
_1462211675523_206536,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,402955,1,1,80591,80591,412625920,1,0,67,0,0,0,174,8820,312340480,1344286720,508035072,0,0,,,
_1462211675523_245267,,471899,83,hadoop02,hive2,aggregation/aggregate,pivotSends,true,1,0,SUCCEEDED,31,0,119510,0,0,0,118654,167013,311,0,8,1,1,349675,1,1,69935,69935,358067200,1,0,67,0,0,0,86,7580,311328768,1356353536,505937920,0,0,MAPREDUCE,1463764938730,1463765015502
_1462211675523_227608,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166979,311,0,8,1,1,60195,1,1,12039,12039,61639680,1,0,67,0,0,0,81,4010,298053632,1354858496,508559360,0,0,,,
_1462211675523_223622,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,44335,1,1,8867,8867,45399040,1,0,67,0,0,0,51,3370,293744640,1344442368,508559360,0,0,,,
_1462211675523_233164,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,580080,1,1,116016,116016,594001920,1,0,67,0,0,0,92,8020,313454592,1360973824,507510784,0,0,,,
_1462211675523_221469,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166979,311,0,8,1,1,60170,1,1,12034,12034,61614080,1,0,67,0,0,0,90,4880,309141504,1344843776,508035072,0,0,,,
_1462211675523_222089,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,18065,1,1,3613,3613,18498560,1,0,67,0,0,0,35,2880,300855296,1360236544,508559360,0,0,,,
_1462211675523_244448,,141509,25,hadoop05,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166979,311,0,8,1,1,51180,1,1,10236,10236,52408320,1,0,67,0,0,0,58,4020,294260736,1360846848,508035072,0,0,MAPREDUCE,1463750348394,1463750367623
_1462211675523_228909,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167163,311,0,8,1,1,365675,1,1,73135,73135,374451200,1,0,67,0,0,0,209,8480,308387840,1344286720,507510784,0,1214,,,
_1462211675523_245290,,22154530,3933,hadoop04,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167084,311,0,8,1,1,19586440,1,1,3917288,3917288,20056514560,1,0,67,0,0,0,595,37660,305733632,1359556608,434110464,0,0,MAPREDUCE,1463766332109,1463770258893
_1462211675523_222797,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,381295,1,1,76259,76259,390446080,1,0,67,0,0,0,98,8020,323731456,1347256320,506986496,0,0,,,
_1462211675523_204778,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,787170,1,1,157434,157434,806062080,1,0,67,0,0,0,372,7320,327614464,1347473408,511705088,0,0,,,
_1462211675523_211676,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167012,311,0,8,1,1,452860,1,1,90572,90572,463728640,1,0,67,0,0,0,250,8630,313532416,1348489216,508559360,0,0,,,
_1462211675523_205383,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,2620860,1,1,524172,524172,2683760640,1,0,67,0,0,0,218,12220,336584704,1369292800,488112128,0,0,,,
_1462211675523_212911,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2820770,1,1,564154,564154,2888468480,1,0,67,0,0,0,314,12950,389615616,1362399232,487063552,0,384,,,
_1462211675523_211370,,,,,,,,true,1,0,SUCCEEDED,31,0,119244,0,0,0,118388,167015,311,0,8,1,1,3561955,1,1,712391,712391,3647441920,1,0,67,0,0,0,290,14840,396832768,1367724032,498597888,0,0,,,
_1462211675523_235332,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,403090,1,1,80618,80618,412764160,1,0,67,0,0,0,141,8240,316952576,1344438272,508035072,0,0,,,
_1462211675523_217196,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,53640,1,1,10728,10728,54927360,1,0,67,0,0,0,147,7150,312578048,1356931072,510656512,0,0,,,
_1462211675523_233483,,,,,,,,true,1,0,SUCCEEDED,31,0,119244,0,0,0,118388,167016,311,0,8,1,1,3325135,1,1,665027,665027,3404938240,1,0,67,0,0,0,420,15150,325017600,1360809984,509607936,0,0,,,
_1462211675523_226926,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,484595,1,1,96919,96919,496225280,1,0,67,0,0,0,201,8930,310693888,1366958080,506986496,0,0,,,
_1462211675523_223746,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,11352095,1,1,2270419,2270419,11624545280,1,0,67,0,0,0,481,25940,371208192,1361817600,462946304,0,0,,,
_1462211675523_235368,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167091,311,0,8,1,1,27857495,1,1,5571499,5571499,28526074880,1,0,67,0,0,0,890,48330,278011904,1351241728,418906112,0,0,,,
_1462211675523_213186,,,,,,,,true,1,0,SUCCEEDED,31,0,119244,0,0,0,118388,167013,311,0,8,1,1,466955,1,1,93391,93391,478161920,1,0,67,0,0,0,169,8080,313053184,1360101376,511705088,0,0,,,
_1462211675523_209983,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,500810,1,1,100162,100162,512829440,1,0,67,0,0,0,98,5270,317730816,1346809856,511705088,0,0,,,
_1462211675523_207633,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,20045,1,1,4009,4009,20526080,1,0,67,0,0,0,72,3710,308322304,1374576640,508035072,0,0,,,
_1462211675523_234005,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167012,311,0,8,1,1,500545,1,1,100109,100109,512558080,1,0,67,0,0,0,127,7350,313221120,1344290816,509083648,0,0,,,
_1462211675523_213615,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,21560,1,1,4312,4312,22077440,1,0,67,0,0,0,71,5700,312578048,1361780736,510132224,0,0,,,
_1462211675523_234901,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2836255,1,1,567251,567251,2904325120,1,0,67,0,0,0,483,13670,335138816,1359572992,494403584,0,0,,,
_1462211675523_233620,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,8261105,1,1,1652221,1652221,8459371520,1,0,67,0,0,0,413,21030,381550592,1356886016,494403584,0,0,,,
_1462211675523_215216,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,505850,1,1,101170,101170,517990400,1,0,67,0,0,0,193,5950,316887040,1346781184,511705088,0,0,,,
_1462211675523_216978,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167017,311,0,8,1,1,1540355,1,1,308071,308071,1577323520,1,0,67,0,0,0,243,11240,330792960,1375002624,498073600,0,0,,,
_1462211675523_205759,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,291740,1,1,58348,58348,298741760,1,0,67,0,0,0,63,6000,305606656,1344434176,507510784,0,0,,,
_1462211675523_221717,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167084,311,0,8,1,1,7059650,1,1,1411930,1411930,7229081600,1,0,67,0,0,0,388,20790,375148544,1365024768,479199232,0,0,,,
_1462211675523_229328,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,397205,1,1,79441,79441,406737920,1,0,67,0,0,0,135,7830,310026240,1344794624,506986496,0,0,,,
_1462211675523_220355,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,18520825,1,1,3704165,3704165,18965324800,1,0,67,0,0,0,315,30940,319725568,1368162304,437256192,0,0,,,
_1462211675523_208741,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,421300,1,1,84260,84260,431411200,1,0,67,0,0,0,123,7280,312774656,1354252288,506986496,0,0,,,
_1462211675523_216528,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,2040050,1,1,408010,408010,2089011200,1,0,67,0,0,0,233,12450,323387392,1345331200,516423680,0,1214,,,
_1462211675523_230980,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167017,311,0,8,1,1,3210860,1,1,642172,642172,3287920640,1,0,67,0,0,0,388,13750,393822208,1349378048,514850816,0,1214,,,
_1462211675523_225174,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,2376505,1,1,475301,475301,2433541120,1,0,67,0,0,0,289,12430,329789440,1371942912,487063552,0,0,,,
_1462211675523_226290,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,18894220,1,1,3778844,3778844,19347681280,1,0,67,0,0,0,607,36910,322027520,1376169984,440926208,0,0,,,
_1462211675523_211525,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,3817550,1,1,763510,763510,3909171200,1,0,67,0,0,0,210,13340,324460544,1363251200,478674944,0,0,,,
_1462211675523_245461,,513514,91,hadoop05,hive2,aggregation/aggregate,populateAggregateViewTable,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167160,311,0,8,1,1,363545,1,1,72709,72709,372270080,1,0,67,0,0,0,221,9070,320069632,1347702784,509083648,0,0,MAPREDUCE,1463778154487,1463778239098
_1462211675523_210303,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167163,311,0,8,1,1,795285,1,1,159057,159057,814371840,1,0,67,0,0,0,248,9290,324907008,1357111296,511180800,0,0,,,
_1462211675523_214128,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,19350,1,1,3870,3870,19814400,1,0,67,0,0,0,39,3080,312131584,1366532096,508035072,0,0,,,
_1462211675523_205980,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,415665,1,1,83133,83133,425640960,1,0,67,0,0,0,107,7910,310091776,1360146432,508035072,0,0,,,
_1462211675523_225009,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,19757730,1,1,3951546,3951546,20231915520,1,0,67,0,0,0,510,36230,322666496,1349140480,444071936,0,0,,,
_1462211675523_222078,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167090,311,0,8,1,1,9514115,1,1,1902823,1902823,9742453760,1,0,67,0,0,0,305,21780,369815552,1361678336,462422016,0,0,,,
_1462211675523_235012,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,14834545,1,1,2966909,2966909,15190574080,1,0,67,0,0,0,452,28710,339456000,1361915904,455606272,0,0,,,
_1462211675523_210152,,,,,,,,true,1,0,SUCCEEDED,31,0,119511,0,0,0,118655,167014,311,0,8,1,1,352985,1,1,70597,70597,361456640,1,0,67,0,0,0,139,8140,311431168,1347940352,506986496,0,0,,,
_1462211675523_245278,,4784293,849,hadoop05,hive2,aggregation/aggregate,archiveACT,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,4163680,1,1,832736,832736,4263608320,1,0,67,0,0,0,303,16100,325255168,1357893632,487587840,0,0,MAPREDUCE,1463765286117,1463766130077
_1462211675523_219817,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,373400,1,1,74680,74680,382361600,1,0,67,0,0,0,253,9130,315801600,1362075648,509083648,0,0,,,
_1462211675523_215892,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,17485,1,1,3497,3497,17904640,1,0,67,0,0,0,47,3150,304263168,1344389120,508035072,0,0,,,
_1462211675523_237793,,3687191,654,hadoop02,hive2,aggregation/aggregate,archiveMTA,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,3186535,1,1,637307,637307,3263011840,1,0,67,0,0,0,433,14730,399556608,1346568192,514850816,0,0,MAPREDUCE,1463689198077,1463689846847
_1462211675523_228121,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,944265,1,1,188853,188853,966927360,1,0,67,0,0,0,271,10130,312610816,1362583552,508559360,0,0,,,
_1462211675523_213587,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167091,311,0,8,1,1,12231335,1,1,2446267,2446267,12524887040,1,0,67,0,0,0,628,27760,361975808,1363525632,476053504,0,0,,,
_1462211675523_222056,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167011,311,0,8,1,1,513310,1,1,102662,102662,525629440,1,0,67,0,0,0,92,7610,323088384,1367871488,510132224,0,0,,,
_1462211675523_206196,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,26510,1,1,5302,5302,27146240,1,0,67,0,0,0,136,5000,299442176,1360498688,508035072,0,0,,,
_1462211675523_213460,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,6420390,1,1,1284078,1284078,6574479360,1,0,67,0,0,0,364,18970,396144640,1373945856,497025024,0,0,,,
_1462211675523_210852,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,2912050,1,1,582410,582410,2981939200,1,0,67,0,0,0,218,11220,327983104,1358254080,500170752,0,0,,,
_1462211675523_233132,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,311790,1,1,62358,62358,319272960,1,0,67,0,0,0,107,6510,317259776,1362702336,508559360,0,0,,,
_1462211675523_208713,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167034,311,0,8,1,1,1591510,1,1,318302,318302,1629706240,1,0,67,0,0,0,234,9000,321921024,1362722816,501219328,0,0,,,
_1462211675523_245187,,118829,21,hadoop04,hive2,aggregation/aggregate,createArchiveViews,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167074,311,0,8,1,1,20710,1,1,4142,4142,21207040,1,0,67,0,0,0,59,3760,307490816,1344262144,508035072,0,0,MAPREDUCE,1463759499750,1463759513199
_1462211675523_207684,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,1225780,1,1,245156,245156,1255198720,1,0,67,0,0,0,184,8400,318550016,1366769664,494927872,0,0,,,
_1462211675523_217536,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,51555,1,1,10311,10311,52792320,1,0,67,0,0,0,90,3440,301826048,1361416192,508035072,0,0,,,
_1462211675523_220216,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,493730,1,1,98746,98746,505579520,1,0,67,0,0,0,231,9300,308404224,1353818112,510132224,0,0,,,
_1462211675523_239621,,169117,30,hadoop05,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,53235,1,1,10647,10647,54512640,1,0,67,0,0,0,77,4050,302497792,1355419648,508035072,0,0,MAPREDUCE,1463706494030,1463706517098
_1462211675523_222374,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,21885,1,1,4377,4377,22410240,1,0,67,0,0,0,86,4030,297156608,1361895424,508035072,0,0,,,
_1462211675523_205801,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,47760,1,1,9552,9552,48906240,1,0,67,0,0,0,36,3310,303890432,1359409152,508035072,0,0,,,
_1462211675523_206085,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,33015,1,1,6603,6603,33807360,1,0,67,0,0,0,147,4660,305815552,1360683008,508035072,0,0,,,
_1462211675523_245315,,570622,101,hadoop05,hive2,aggregation/aggregate,archiveACT,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,417980,1,1,83596,83596,428011520,1,0,67,0,0,0,202,8130,305991680,1356644352,510132224,0,0,MAPREDUCE,1463767238448,1463767333783
_1462211675523_231434,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,9643975,1,1,1928795,1928795,9875430400,1,0,67,0,0,0,371,23520,309977088,1369018368,468189184,0,0,,,
_1462211675523_232738,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,10231980,1,1,2046396,2046396,10477547520,1,0,67,0,0,0,487,25570,363048960,1344565248,479723520,0,0,,,
_1462211675523_207927,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,2084520,1,1,416904,416904,2134548480,1,0,67,0,0,0,119,9120,317239296,1357471744,503316480,0,0,,,
_1462211675523_215023,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,409655,1,1,81931,81931,419486720,1,0,67,0,0,0,81,7460,328798208,1349439488,511180800,0,0,,,
_1462211675523_221128,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167162,311,0,8,1,1,1392395,1,1,278479,278479,1425812480,1,0,67,0,0,0,237,10290,321728512,1365532672,515899392,0,1214,,,
_1462211675523_213093,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,5191085,1,1,1038217,1038217,5315671040,1,0,67,0,0,0,318,15800,322781184,1368449024,473956352,0,0,,,
_1462211675523_227037,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,47635,1,1,9527,9527,48778240,1,0,67,0,0,0,153,6410,312246272,1348825088,511705088,0,0,,,
_1462211675523_228082,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,2205925,1,1,441185,441185,2258867200,1,0,67,0,0,0,257,12910,324116480,1358786560,498073600,0,0,,,
_1462211675523_242178,,5584229,991,hadoop02,hive2,aggregation/aggregate,pivotSends,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,4877240,1,1,975448,975448,4994293760,1,0,67,0,0,0,173,15470,381734912,1347538944,493879296,0,0,MAPREDUCE,1463729419331,1463730405094
_1462211675523_243804,,158659,28,hadoop06,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166979,311,0,8,1,1,64605,1,1,12921,12921,66155520,1,0,67,0,0,0,211,7620,316850176,1366917120,511705088,0,0,MAPREDUCE,1463744428820,1463744452791
_1462211675523_229996,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167038,311,0,8,1,1,6652715,1,1,1330543,1330543,6812380160,1,0,67,0,0,0,446,19230,390021120,1362518016,498597888,0,385,,,
_1462211675523_213825,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,1103275,1,1,220655,220655,1129753600,1,0,67,0,0,0,210,9800,309768192,1354477568,497025024,0,0,,,
_1462211675523_232607,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,3658145,1,1,731629,731629,3745940480,1,0,67,0,0,0,306,14740,327876608,1361371136,509607936,0,0,,,
_1462211675523_216516,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,452105,1,1,90421,90421,462955520,1,0,67,0,0,0,140,8020,311930880,1365307392,512229376,0,0,,,
_1462211675523_245384,,642932,114,hadoop05,hive2,aggregation/aggregate,archiveACT,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,498030,1,1,99606,99606,509982720,1,0,67,0,0,0,130,7530,316776448,1365868544,510656512,0,0,MAPREDUCE,1463772756734,1463772863805
_1462211675523_212751,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167033,311,0,8,1,1,3086055,1,1,617211,617211,3160120320,1,0,67,0,0,0,231,11550,398938112,1361891328,503316480,0,0,,,
_1462211675523_211714,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167163,311,0,8,1,1,824450,1,1,164890,164890,844236800,1,0,67,0,0,0,179,9640,318279680,1344143360,511180800,0,0,,,
_1462211675523_241481,,16490287,2927,hadoop04,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167086,311,0,8,1,1,14562060,1,1,2912412,2912412,14911549440,1,0,67,0,0,0,586,30740,332189696,1360441344,455606272,0,0,MAPREDUCE,1463722779556,1463725703013
_1462211675523_213536,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2855380,1,1,571076,571076,2923909120,1,0,67,0,0,0,338,13510,325099520,1344589824,494403584,0,0,,,
_1462211675523_237085,,24414781,4335,hadoop05,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167090,311,0,8,1,1,21597625,1,1,4319525,4319525,22115968000,1,0,67,0,0,0,505,40500,298561536,1363795968,432013312,0,0,MAPREDUCE,1463681509691,1463685838690
