Job ID,parent,MB-seconds,vcore-seconds,AM Host,WF-Type,WF-Name,Application-Name,Uber job,Number of maps,Number of reduces,Job state,Counters,FILE Number of bytes read,FILE Number of bytes written,FILE Number of read operations,FILE Number of large read operations,FILE Number of write operations,HDFS Number of bytes read,HDFS Number of bytes written,HDFS Number of read operations,HDFS Number of large read operations,HDFS Number of write operations,Launched map tasks,Other local map tasks,Total time spent by all maps in occupied slots ms,TOTAL_LAUNCHED_UBERTASKS,NUM_UBER_SUBMAPS,Total time spent by all map tasks ms,Total vcore-seconds taken by all map tasks,Total megabyte-seconds taken by all map tasks,Map input records,Map output records,Input split bytes,Spilled Records,Failed Shuffles,Merged Map outputs,GC time elapsed ms,CPU time spent ms,Physical memory bytes snapshot,Virtual memory bytes snapshot,Total committed heap usage bytes,Bytes Read,Bytes Written,Application-Type,Start-Time,Finish-Time
_1462211675523_212193,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,17400,1,1,3480,3480,17817600,1,0,67,0,0,0,35,2820,303431680,1369755648,508559360,0,0,,,
_1462211675523_242968,,38626159,6858,hadoop05,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167090,311,0,8,1,1,34202995,1,1,6840599,6840599,35023866880,1,0,67,0,0,0,934,59960,259952640,1347211264,412614656,0,0,MAPREDUCE,1463736605359,1463743456806
_1462211675523_221210,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,22255,1,1,4451,4451,22789120,1,0,67,0,0,0,95,4790,303996928,1359171584,508035072,0,0,,,
_1462211675523_222409,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,59150,1,1,11830,11830,60569600,1,0,67,0,0,0,110,7040,310775808,1344266240,510656512,0,0,,,
_1462211675523_245210,,32644294,5796,hadoop04,hive2,aggregation/aggregate,pivotUnsubs,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167032,311,0,8,1,1,28899240,1,1,5779848,5779848,29592821760,1,0,67,0,0,0,649,47720,285958144,1373552640,419430400,0,0,MAPREDUCE,1463760725847,1463766515926
_1462211675523_245389,,107514,19,hadoop05,hive2,aggregation/aggregate,createArchiveViews,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,26980,1,1,5396,5396,27627520,1,0,67,0,0,0,52,4260,314580992,1363812352,508035072,0,0,MAPREDUCE,1463772868646,1463772880907
_1462211675523_239662,,152756,27,hadoop06,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,55560,1,1,11112,11112,56893440,1,0,67,0,0,0,122,4350,303054848,1367982080,508035072,0,0,MAPREDUCE,1463706761495,1463706782745
_1462211675523_208118,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,27470,1,1,5494,5494,28129280,1,0,67,0,0,0,72,4080,307519488,1359814656,508035072,0,0,,,
_1462211675523_222511,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,3669930,1,1,733986,733986,3758008320,1,0,67,0,0,0,412,14960,337891328,1348595712,502792192,0,0,,,
_1462211675523_225473,,,,,,,,true,1,0,SUCCEEDED,31,0,119541,0,0,0,118685,167089,311,0,8,1,1,7729355,1,1,1545871,1545871,7914859520,1,0,67,0,0,0,274,19350,381579264,1359310848,491782144,0,1214,,,
_1462211675523_222131,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,21935,1,1,4387,4387,22461440,1,0,67,0,0,0,78,3690,297082880,1363091456,508035072,0,0,,,
_1462211675523_220722,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167162,311,0,8,1,1,998320,1,1,199664,199664,1022279680,1,0,67,0,0,0,402,11460,312426496,1358860288,508559360,0,0,,,
_1462211675523_206189,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,1773680,1,1,354736,354736,1816248320,1,0,67,0,0,0,144,8410,327389184,1365008384,501219328,0,1214,,,
_1462211675523_236010,,520999,92,hadoop02,hive2,aggregation/aggregate,archiveMTA,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,387975,1,1,77595,77595,397286400,1,0,67,0,0,0,146,7520,315310080,1350189056,510656512,0,0,MAPREDUCE,1463667194061,1463667279842
_1462211675523_228675,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,1804780,1,1,360956,360956,1848094720,1,0,67,0,0,0,224,10870,330838016,1367793664,497025024,0,0,,,
_1462211675523_228960,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,17320,1,1,3464,3464,17735680,1,0,67,0,0,0,123,6360,316223488,1344561152,510656512,0,0,,,
_1462211675523_215672,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,1389085,1,1,277817,277817,1422423040,1,0,67,0,0,0,253,10260,319479808,1365622784,497025024,0,0,,,
_1462211675523_231240,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,6304810,1,1,1260962,1260962,6456125440,1,0,67,0,0,0,432,18980,368328704,1359142912,469237760,0,0,,,
_1462211675523_210256,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167012,311,0,8,1,1,451665,1,1,90333,90333,462504960,1,0,67,0,0,0,226,8650,320045056,1345064960,506986496,0,0,,,
_1462211675523_214108,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,327565,1,1,65513,65513,335426560,1,0,67,0,0,0,126,7920,309587968,1360240640,506986496,0,0,,,
_1462211675523_224309,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,5333030,1,1,1066606,1066606,5461022720,1,0,67,0,0,0,256,16650,388001792,1366220800,477626368,0,0,,,
_1462211675523_215637,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,48195,1,1,9639,9639,49351680,1,0,67,0,0,0,50,6510,315842560,1344135168,508559360,0,0,,,
_1462211675523_228928,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,513960,1,1,102792,102792,526295040,1,0,67,0,0,0,109,7990,315748352,1348718592,511180800,0,0,,,
_1462211675523_233595,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,2903145,1,1,580629,580629,2972820480,1,0,67,0,0,0,484,13000,337113088,1374113792,497549312,0,0,,,
_1462211675523_218632,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,4788025,1,1,957605,957605,4902937600,1,0,67,0,0,0,292,16110,337678336,1374552064,499122176,0,0,,,
_1462211675523_213076,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,392975,1,1,78595,78595,402406400,1,0,67,0,0,0,178,6830,304930816,1347768320,508559360,0,0,,,
_1462211675523_209608,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,3203450,1,1,640690,640690,3280332800,1,0,67,0,0,0,142,11190,338341888,1368637440,500170752,0,0,,,
_1462211675523_227308,,,,,,,,true,1,0,SUCCEEDED,31,0,119244,0,0,0,118388,167014,311,0,8,1,1,512545,1,1,102509,102509,524846080,1,0,67,0,0,0,155,8530,306274304,1360093184,508035072,0,0,,,
_1462211675523_220841,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,30160,1,1,6032,6032,30883840,1,0,67,0,0,0,189,7630,317976576,1362898944,510656512,0,0,,,
_1462211675523_208356,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,1630430,1,1,326086,326086,1669560320,1,0,67,0,0,0,119,10000,329363456,1365921792,501743616,0,9127,,,
_1462211675523_219494,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167165,311,0,8,1,1,706095,1,1,141219,141219,723041280,1,0,67,0,0,0,399,10480,323280896,1368289280,511180800,0,0,,,
_1462211675523_236822,,181705,32,hadoop02,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,69465,1,1,13893,13893,71132160,1,0,67,0,0,0,268,5880,318160896,1344483328,509607936,0,0,MAPREDUCE,1463679289886,1463679318578
_1462211675523_227041,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,366150,1,1,73230,73230,374937600,1,0,67,0,0,0,95,7770,308572160,1356910592,508559360,0,0,,,
_1462211675523_212763,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,4238800,1,1,847760,847760,4340531200,1,0,67,0,0,0,193,14050,380448768,1356464128,493355008,0,0,,,
_1462211675523_236482,,27541375,4890,hadoop06,hive2,aggregation/aggregate,pivotUnsubs,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,24371490,1,1,4874298,4874298,24956405760,1,0,67,0,0,0,831,43890,289632256,1347907584,425197568,0,0,MAPREDUCE,1463674025703,1463678909113
_1462211675523_245394,,1458412,258,hadoop05,hive2,aggregation/aggregate,populateAggregateViewTable,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,1223970,1,1,244794,244794,1253345280,1,0,67,0,0,0,206,10920,317218816,1359650816,509607936,0,0,MAPREDUCE,1463773360520,1463773612333
_1462211675523_236227,,171004,30,hadoop02,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,61385,1,1,12277,12277,62858240,1,0,67,0,0,0,270,7650,314462208,1368150016,510132224,0,0,MAPREDUCE,1463670148178,1463670172317
_1462211675523_232874,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,3960270,1,1,792054,792054,4055316480,1,0,67,0,0,0,337,16160,318128128,1350410240,481296384,0,0,,,
_1462211675523_222853,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,2932255,1,1,586451,586451,3002629120,1,0,67,0,0,0,327,14290,323051520,1344868352,513802240,0,0,,,
_1462211675523_212712,,,,,,,,true,1,0,SUCCEEDED,31,0,118695,0,0,0,117843,166981,311,0,8,1,1,48450,1,1,9690,9690,49612800,1,0,67,0,0,0,76,3990,294510592,1364709376,508035072,0,0,,,
_1462211675523_235683,,32962924,5852,hadoop06,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167090,311,0,8,1,1,29184785,1,1,5836957,5836957,29885219840,1,0,67,0,0,0,736,49690,286920704,1369530368,416808960,0,389,MAPREDUCE,1463662760026,1463668609472
_1462211675523_209216,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,1938750,1,1,387750,387750,1985280000,1,0,67,0,0,0,323,12150,324538368,1364844544,503316480,0,0,,,
_1462211675523_207824,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166979,311,0,8,1,1,51305,1,1,10261,10261,52536320,1,0,67,0,0,0,160,6840,314224640,1344966656,508035072,0,0,,,
_1462211675523_205828,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,44695,1,1,8939,8939,45767680,1,0,67,0,0,0,38,3000,306790400,1363427328,508559360,0,0,,,
_1462211675523_212312,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,27445,1,1,5489,5489,28103680,1,0,67,0,0,0,53,4860,318607360,1369165824,514850816,0,0,,,
_1462211675523_240770,,170103,30,hadoop05,hive2,aggregation/aggregate,preparation,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166979,311,0,8,1,1,55555,1,1,11111,11111,56888320,1,0,67,0,0,0,125,7460,312655872,1344442368,510656512,0,0,MAPREDUCE,1463716290225,1463716313443
_1462211675523_213441,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,2408745,1,1,481749,481749,2466554880,1,0,67,0,0,0,154,10470,323776512,1362038784,482869248,0,0,,,
_1462211675523_206153,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,51050,1,1,10210,10210,52275200,1,0,67,0,0,0,100,6610,319885312,1350676480,510656512,0,0,,,
_1462211675523_228244,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,1057500,1,1,211500,211500,1082880000,1,0,67,0,0,0,138,9600,322744320,1350164480,511180800,0,0,,,
_1462211675523_214434,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,8363475,1,1,1672695,1672695,8564198400,1,0,67,0,0,0,355,21250,370077696,1359413248,467140608,0,0,,,
_1462211675523_237557,,1379406,244,hadoop06,hive2,aggregation/aggregate,populateAggregateViewTable,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,1146130,1,1,229226,229226,1173637120,1,0,67,0,0,0,367,10370,321925120,1345376256,509083648,0,0,MAPREDUCE,1463685970581,1463686208962
_1462211675523_218123,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,477795,1,1,95559,95559,489262080,1,0,67,0,0,0,70,7350,312229888,1344278528,506462208,0,1214,,,
_1462211675523_239296,,16497643,2929,hadoop06,hive2,aggregation/aggregate,pivotUnsubs,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,14564660,1,1,2912932,2912932,14914211840,1,0,67,0,0,0,456,30300,323350528,1344401408,449314816,0,0,MAPREDUCE,1463703422273,1463706346272
_1462211675523_218982,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167037,311,0,8,1,1,2176370,1,1,435274,435274,2228602880,1,0,67,0,0,0,305,11400,323051520,1359175680,514850816,0,0,,,
_1462211675523_212008,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167163,311,0,8,1,1,1300140,1,1,260028,260028,1331343360,1,0,67,0,0,0,179,9120,328937472,1344421888,510656512,0,0,,,
_1462211675523_216481,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,2355140,1,1,471028,471028,2411663360,1,0,67,0,0,0,219,12570,336097280,1344335872,487063552,0,0,,,
_1462211675523_210180,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,1131770,1,1,226354,226354,1158932480,1,0,67,0,0,0,160,10270,313085952,1359081472,495452160,0,0,,,
_1462211675523_242911,,24282632,4311,hadoop05,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167087,311,0,8,1,1,21458165,1,1,4291633,4291633,21973160960,1,0,67,0,0,0,741,41850,283553792,1367330816,436731904,0,0,MAPREDUCE,1463736146418,1463740450900
_1462211675523_216744,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167091,311,0,8,1,1,15384260,1,1,3076852,3076852,15753482240,1,0,67,0,0,0,393,29360,333615104,1358450688,448790528,0,0,,,
_1462211675523_222811,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,20485,1,1,4097,4097,20976640,1,0,67,0,0,0,39,4370,316633088,1371127808,508035072,0,906,,,
_1462211675523_244481,,16081562,2855,hadoop02,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167085,311,0,8,1,1,14197545,1,1,2839509,2839509,14538286080,1,0,67,0,0,0,502,28820,346390528,1344573440,463994880,0,0,MAPREDUCE,1463750604295,1463753454314
_1462211675523_229360,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167087,311,0,8,1,1,7227925,1,1,1445585,1445585,7401395200,1,0,67,0,0,0,437,19630,399200256,1367486464,479723520,0,0,,,
_1462211675523_209426,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,2193595,1,1,438719,438719,2246241280,1,0,67,0,0,0,157,9770,324886528,1355673600,482869248,0,1214,,,
_1462211675523_206608,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167163,311,0,8,1,1,490110,1,1,98022,98022,501872640,1,0,67,0,0,0,121,8840,314740736,1360261120,508035072,0,0,,,
_1462211675523_238807,,113191,20,hadoop02,hive2,aggregation/aggregate,createArchiveViews,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,31950,1,1,6390,6390,32716800,1,0,67,0,0,0,104,5040,321527808,1362407424,510656512,0,0,MAPREDUCE,1463698782709,1463698796288
_1462211675523_218003,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,1698875,1,1,339775,339775,1739648000,1,0,67,0,0,0,215,10760,328798208,1348734976,515375104,0,0,,,
_1462211675523_225057,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,763380,1,1,152676,152676,781701120,1,0,67,0,0,0,241,9840,321536000,1363152896,509083648,0,0,,,
_1462211675523_217666,,,,,,,,true,1,0,SUCCEEDED,31,0,119511,0,0,0,118655,167016,311,0,8,1,1,2988075,1,1,597615,597615,3059788800,1,0,67,0,0,0,358,14290,343474176,1371852800,494403584,0,0,,,
_1462211675523_234585,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,20486055,1,1,4097211,4097211,20977720320,1,0,67,0,0,0,696,38510,316936192,1377972224,438829056,0,0,,,
_1462211675523_244596,,39651763,7040,hadoop06,hive2,aggregation/aggregate,pivotUnsubs,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,35105465,1,1,7021093,7021093,35947996160,1,0,67,0,0,0,1110,56910,260403200,1360027648,412614656,0,0,MAPREDUCE,1463751630446,1463758665176
_1462211675523_229309,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167163,311,0,8,1,1,382880,1,1,76576,76576,392069120,1,0,67,0,0,0,196,6250,318283776,1360805888,510656512,0,0,,,
_1462211675523_224758,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,21095,1,1,4219,4219,21601280,1,0,67,0,0,0,42,3520,311644160,1369886720,508035072,0,0,,,
_1462211675523_207867,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,18395,1,1,3679,3679,18836480,1,0,67,0,0,0,38,2860,311427072,1358352384,508559360,0,0,,,
_1462211675523_208071,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167162,311,0,8,1,1,292050,1,1,58410,58410,299059200,1,0,67,0,0,0,81,7320,314601472,1367470080,508559360,0,0,,,
_1462211675523_208347,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,46725,1,1,9345,9345,47846400,1,0,67,0,0,0,81,5490,320745472,1362763776,510132224,0,0,,,
_1462211675523_215234,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167084,311,0,8,1,1,5954600,1,1,1190920,1190920,6097510400,1,0,67,0,0,0,546,19330,386891776,1356500992,485490688,0,0,,,
_1462211675523_205516,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,2473840,1,1,494768,494768,2533212160,1,0,67,0,0,0,124,10500,326348800,1360027648,484966400,0,0,,,
_1462211675523_209020,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,846460,1,1,169292,169292,866775040,1,0,67,0,0,0,180,9660,320200704,1366814720,509083648,0,914,,,
_1462211675523_245173,,427237,75,hadoop05,hive2,aggregation/aggregate,archiveMTA,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,312170,1,1,62434,62434,319662080,1,0,67,0,0,0,183,7470,321761280,1362780160,511705088,0,0,MAPREDUCE,1463758899431,1463758968413
_1462211675523_225045,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,428985,1,1,85797,85797,439280640,1,0,67,0,0,0,94,7690,315674624,1362575360,510132224,0,0,,,
_1462211675523_222157,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167086,311,0,8,1,1,9335570,1,1,1867114,1867114,9559623680,1,0,67,0,0,0,444,22720,382681088,1350184960,487063552,0,0,,,
_1462211675523_220229,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2030920,1,1,406184,406184,2079662080,1,0,67,0,0,0,148,12040,334843904,1363460096,501743616,0,0,,,
_1462211675523_226911,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,1313540,1,1,262708,262708,1345064960,1,0,67,0,0,0,331,12500,319819776,1360666624,515899392,0,0,,,
_1462211675523_223082,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,9850925,1,1,1970185,1970185,10087347200,1,0,67,0,0,0,505,24270,349806592,1360453632,462422016,0,0,,,
_1462211675523_226727,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,57880,1,1,11576,11576,59269120,1,0,67,0,0,0,155,7910,309669888,1364930560,510656512,0,0,,,
_1462211675523_208116,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,464840,1,1,92968,92968,475996160,1,0,67,0,0,0,87,6930,307621888,1353871360,506462208,0,0,,,
_1462211675523_211217,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,3263035,1,1,652607,652607,3341347840,1,0,67,0,0,0,239,13230,397877248,1347858432,499122176,0,0,,,
_1462211675523_234533,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,3158295,1,1,631659,631659,3234094080,1,0,67,0,0,0,330,14570,321912832,1356697600,502267904,0,0,,,
_1462211675523_240325,,129727,23,hadoop05,hive2,aggregation/aggregate,createArchiveViews,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,29495,1,1,5899,5899,30202880,1,0,67,0,0,0,178,6240,317087744,1368952832,509083648,0,0,MAPREDUCE,1463712309683,1463712327026
_1462211675523_211554,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,17985,1,1,3597,3597,18416640,1,0,67,0,0,0,52,3160,307675136,1358090240,508559360,0,0,,,
_1462211675523_228851,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,3250080,1,1,650016,650016,3328081920,1,0,67,0,0,0,304,14140,329588736,1370013696,510656512,0,0,,,
_1462211675523_217791,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,51075,1,1,10215,10215,52300800,1,0,67,0,0,0,59,3960,306724864,1359998976,508035072,0,0,,,
_1462211675523_207245,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,1442480,1,1,288496,288496,1477099520,1,0,67,0,0,0,103,8220,320573440,1357627392,501219328,0,0,,,
_1462211675523_210551,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,20335,1,1,4067,4067,20823040,1,0,67,0,0,0,70,5420,317132800,1356009472,509083648,0,0,,,
_1462211675523_210682,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,266965,1,1,53393,53393,273372160,1,0,67,0,0,0,69,5650,312561664,1354960896,505937920,0,384,,,
_1462211675523_226609,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,3408160,1,1,681632,681632,3489955840,1,0,67,0,0,0,269,14060,381370368,1344434176,509083648,0,0,,,
_1462211675523_243206,,17694268,3141,hadoop02,hive2,aggregation/aggregate,pivotActivities,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,15628995,1,1,3125799,3125799,16004090880,1,0,67,0,0,0,305,27800,345772032,1359003648,460324864,0,0,MAPREDUCE,1463739038284,1463742173916
_1462211675523_212050,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,4580005,1,1,916001,916001,4689925120,1,0,67,0,0,0,258,14670,400044032,1370034176,498073600,0,0,,,
_1462211675523_205493,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,612690,1,1,122538,122538,627394560,1,0,67,0,0,0,59,5780,309534720,1359036416,505937920,0,0,,,
_1462211675523_233182,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167087,311,0,8,1,1,9382510,1,1,1876502,1876502,9607690240,1,0,67,0,0,0,452,22790,356495360,1361981440,462422016,0,0,,,
_1462211675523_221319,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,582245,1,1,116449,116449,596218880,1,0,67,0,0,0,305,9250,312590336,1346736128,509083648,0,0,,,
_1462211675523_232670,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,1790875,1,1,358175,358175,1833856000,1,0,67,0,0,0,206,10440,325599232,1361203200,502267904,0,0,,,
_1462211675523_238741,,2657994,471,hadoop06,hive2,aggregation/aggregate,archiveACT,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2266760,1,1,453352,453352,2321162240,1,0,67,0,0,0,303,12510,321671168,1344122880,515899392,0,0,MAPREDUCE,1463698311429,1463698777604
_1462211675523_233179,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,22345,1,1,4469,4469,22881280,1,0,67,0,0,0,197,8020,321376256,1360904192,510656512,0,0,,,
_1462211675523_212790,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,28140,1,1,5628,5628,28815360,1,0,67,0,0,0,81,5020,316674048,1370853376,508035072,0,0,,,
_1462211675523_219082,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,23325,1,1,4665,4665,23884800,1,0,67,0,0,0,65,7600,315490304,1359532032,509607936,0,0,,,
_1462211675523_244388,,9058536,1608,hadoop02,hive2,aggregation/aggregate,pivotUnsubs,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167033,311,0,8,1,1,7958735,1,1,1591747,1591747,8149744640,1,0,67,0,0,0,480,20370,316952576,1344462848,491782144,0,0,MAPREDUCE,1463749822833,1463751425697
