Job ID,parent,MB-seconds,vcore-seconds,AM Host,WF-Type,WF-Name,Application-Name,Uber job,Number of maps,Number of reduces,Job state,Counters,FILE Number of bytes read,FILE Number of bytes written,FILE Number of read operations,FILE Number of large read operations,FILE Number of write operations,HDFS Number of bytes read,HDFS Number of bytes written,HDFS Number of read operations,HDFS Number of large read operations,HDFS Number of write operations,Launched map tasks,Other local map tasks,Total time spent by all maps in occupied slots ms,TOTAL_LAUNCHED_UBERTASKS,NUM_UBER_SUBMAPS,Total time spent by all map tasks ms,Total vcore-seconds taken by all map tasks,Total megabyte-seconds taken by all map tasks,Map input records,Map output records,Input split bytes,Spilled Records,Failed Shuffles,Merged Map outputs,GC time elapsed ms,CPU time spent ms,Physical memory bytes snapshot,Virtual memory bytes snapshot,Total committed heap usage bytes,Bytes Read,Bytes Written,Application-Type,Start-Time,Finish-Time,Launched reduce tasks,Rack-local map tasks,Total time spent by all reduces in occupied slots ms,Total time spent by all reduce tasks ms,Total vcore-seconds taken by all reduce tasks,Total megabyte-seconds taken by all reduce tasks,Map output bytes,Map output materialized bytes,Combine input records,Combine output records,Reduce input groups,Reduce shuffle bytes,Reduce input records,Reduce output records,Shuffled Maps,BAD_ID,CONNECTION,IO_ERROR,WRONG_LENGTH,WRONG_MAP,WRONG_REDUCE,Killed reduce tasks,Data-local map tasks,CREATED_FILES,DESERIALIZE_ERRORS,RECORDS_IN,RECORDS_OUT_0,RECORDS_OUT_INTERMEDIATE,SKEWJOINFOLLOWUPJOBS,RECORDS_OUT_1_default.a_activity,RECORDS_OUT_1_default.v_activity,RECORDS_OUT_1_default.r_activity_archive_parquet,RECORDS_OUT_1_default.r_send_archive_parquet,Failed reduce tasks
_1462211675523_207841,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,337965,1,1,67593,67593,346076160,1,0,67,0,0,0,219,9090,314208256,1362944000,509083648,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_205323,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,3916500,1,1,783300,783300,4010496000,1,0,67,0,0,0,199,11940,316624896,1359888384,477102080,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_223143,_1462211675523_223136,,,,,,,false,1,10,SUCCEEDED,49,200,2716572,0,0,0,65528,20,26,0,10,1,,28630,,,5726,5726,29317120,0,0,305,0,0,10,403,30810,5950955520,101751775232,22641901568,0,0,,,,10,1,663770,66377,66377,679700480,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_204793,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,25200,1,1,5040,5040,25804800,1,0,67,0,0,0,59,6180,324681728,1370222592,509083648,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_217616,_1462211675523_217573,,,,,,,false,1,1,SUCCEEDED,49,20,500335,0,0,0,37084,96,177,0,2,1,,35325,,,7065,7065,36172800,0,0,7025,0,0,1,39,5260,1564893184,14864211968,4116709376,0,0,,,,1,1,53750,5375,5375,55040000,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_207818,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167161,311,0,8,1,1,429595,1,1,85919,85919,439905280,1,0,67,0,0,0,97,8460,313176064,1365708800,509607936,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_220616,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167087,311,0,8,1,1,7361020,1,1,1472204,1472204,7537684480,1,0,67,0,0,0,269,18570,329482240,1351012352,478150656,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_205551,_1462211675523_205500,,,,,,,false,1,1,SUCCEEDED,49,20,508879,0,0,0,18465,96,9,0,2,1,,26190,,,5238,5238,26818560,0,0,304,0,0,1,23,2910,1475530752,14871019520,4116709376,0,0,,,,1,1,38510,3851,3851,39434240,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_206561,_1462211675523_206504,,,,,,,false,2,10,SUCCEEDED,55,165173379,333304298,0,0,0,440959701,177898922,786,0,31,2,,293615,,,58723,58723,300661760,2539671,2539671,29570,5079342,0,20,1865,188500,13737357312,107069353984,28947513344,0,0,,,,11,,1492660,149266,149266,1528483840,418789440,165167781,0,0,10,165167781,2539671,0,20,0,0,0,0,0,0,1,2,10,0,2539671,,2539671,,,,,2539671,
_1462211675523_239978,_1462211675523_239686,3057112,388,hadoop02,,,,false,1,10,SUCCEEDED,50,200,2831202,0,0,0,96353,20,26,0,10,1,,69285,,,13857,13857,70947840,0,0,304,0,0,10,341,29360,5852676096,101821902848,22641901568,0,0,MAPREDUCE,1463709593544,1463709685884,14,,2558150,255815,255815,2619545600,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,4,1,,,,,,,,,,,
_1462211675523_209054,_1462211675523_208883,,,,,,,false,1,3,SUCCEEDED,55,14686247,30390423,0,0,0,145325648,38423958,303,0,6,1,,112895,,,22579,22579,115604480,762835,762835,11825,1525670,0,3,729,36910,3180544000,34175090688,8689549312,0,0,,,,4,,327770,32777,32777,335636480,173971978,14686235,0,0,221436,14686235,762835,0,3,0,0,0,0,0,0,1,1,1,0,762835,221436,762835,,,,,,
_1462211675523_241708,,4756139,844,hadoop05,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,4103665,1,1,820733,820733,4202152960,1,0,67,0,0,0,439,16050,334675968,1373351936,488112128,0,0,MAPREDUCE,1463725062365,1463725900538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_233946,_1462211675523_233941,,,,,,,false,1,10,SUCCEEDED,49,200,2759378,0,0,0,102006,20,26,0,10,1,,42290,,,8458,8458,43304960,0,0,305,0,0,10,762,36030,5723234304,101841592320,22641901568,0,0,,,,10,,789440,78944,78944,808386560,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_231517,_1462211675523_231434,,,,,,,false,13,50,SUCCEEDED,56,1025726663,2099879353,0,0,0,1419096317,2266092432,2539,0,100,13,,9783780,,,1956756,1956756,10018590720,91723799,72348260,66624,144696520,0,650,19881,2637160,58459279360,550565892096,136297578496,0,0,,,,51,6,20365810,2036581,2036581,20854589440,3524302059,1058104917,0,0,51752059,1058104917,72348260,0,650,0,0,0,0,0,0,1,7,50,0,91723799,51752059,72348260,,,,,,
_1462211675523_210768,_1462211675523_210705,,,,,,,false,1,1,SUCCEEDED,49,20,500491,0,0,0,43478,96,249,0,2,1,,31020,,,6204,6204,31764480,0,0,9905,0,0,1,31,4010,1588600832,14849908736,4116709376,0,0,,,,1,,47900,4790,4790,49049600,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_206789,_1462211675523_206732,,,,,,,false,1,0,SUCCEEDED,29,0,255123,0,0,0,23562,96,108,0,2,1,,21420,,,4284,4284,21934080,0,0,4305,0,0,0,0,2220,588353536,5178515456,2058354688,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_234269,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,4679995,1,1,935999,935999,4792314880,1,0,67,0,0,0,320,16110,327430144,1359077376,504365056,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_207280,,,,,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,47005,1,1,9401,9401,48133120,1,0,67,0,0,0,84,6490,321228800,1344442368,508035072,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_225540,_1462211675523_225473,,,,,,,false,11,40,SUCCEEDED,56,798640541,1634902371,0,0,0,1124160586,1756280156,1955,0,80,11,,7164095,,,1432819,1432819,7336033280,72918260,56406782,51353,112813564,0,440,13145,1983790,47652020224,443363266560,107698716672,0,0,,,,41,1,8970340,897034,897034,9185628160,2752548621,823199938,0,0,40012504,823199938,56406782,0,440,0,0,0,0,0,0,1,10,40,0,72918260,40012504,56406782,,,,,,
_1462211675523_215580,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,439435,1,1,87887,87887,449981440,1,0,67,0,0,0,99,7280,318857216,1360039936,508559360,0,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_220765,_1462211675523_220446,,,,,,,false,2,6,SUCCEEDED,55,47223449,98410341,0,0,0,350441942,181127711,518,0,12,2,,295030,,,59006,59006,302110720,1548190,1548190,20130,3096380,0,12,945,93080,6581698560,68346228736,16923492352,0,0,,,,6,1,585860,58586,58586,599920640,408261595,49151100,0,0,838092,49151100,1548190,0,12,0,0,0,0,0,0,,1,1,0,1548190,838092,1548190,,,,,,
_1462211675523_232334,_1462211675523_232330,,,,,,,false,17,62,SUCCEEDED,55,30980691,81528454,0,0,0,4219038638,136082682,14604,0,124,17,,23375765,,,4675153,4675153,23936783360,70812019,818379,1067051,1636758,0,1054,40096,4480560,66235944960,687271063552,168144928768,0,0,,,,62,8,8816110,881611,881611,9027696640,129054977,30996315,0,0,1,30996315,818379,0,1054,0,0,0,0,0,0,,9,1,0,70812019,818379,818379,,,,,,
_1462211675523_225470,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,26070,1,1,5214,5214,26695680,1,0,67,0,0,0,172,8060,317718528,1376706560,509607936,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_244432,_1462211675523_244347,1385404,194,hadoop05,,,,false,1,10,SUCCEEDED,55,17007181,36730378,0,0,0,43607967,17918538,772,0,31,1,,72535,,,14507,14507,74275840,249927,249927,28945,499854,0,10,946,103560,7029600256,101811875840,22641901568,0,0,MAPREDUCE,1463750248477,1463750300784,11,1,1019490,101949,101949,1043957760,41316722,17007141,0,0,10,17007141,249927,0,10,0,0,0,0,0,0,1,,10,0,249927,,249927,,,,,249927,
_1462211675523_211079,_1462211675523_210934,,,,,,,false,22,83,SUCCEEDED,57,2090528605,4391784880,0,0,0,5530262641,246086878,1117,0,166,22,,6512270,,,1302454,1302454,6668564480,114562571,114562571,36150,229125142,0,1826,16649,2585910,89907466240,916063449088,230987137024,0,0,,,,84,1,14386100,1438610,1438610,14731366400,6095183667,2274476938,0,0,114562571,2274476938,114562571,0,1826,0,0,0,0,0,0,1,21,83,0,114562571,1305679,114562571,0,,,,,
_1462211675523_215678,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,32410,1,1,6482,6482,33187840,1,0,67,0,0,0,232,8460,323510272,1344282624,510656512,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_217820,_1462211675523_217812,,,,,,,false,1,10,SUCCEEDED,49,200,2732364,0,0,0,97310,20,26,0,10,1,,37510,,,7502,7502,38410240,0,0,305,0,0,10,745,34060,5928583168,101824434176,22641901568,0,0,,,,10,1,671090,67109,67109,687196160,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_204889,_1462211675523_204797,,,,,,,false,1,10,SUCCEEDED,49,200,2831091,0,0,0,96353,20,26,0,10,1,,25510,,,5102,5102,26122240,0,0,304,0,0,10,572,32140,5781733376,101793251328,22641901568,0,0,,,,10,,783240,78324,78324,802037760,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_213110,_1462211675523_213108,,,,,,,false,1,1,SUCCEEDED,49,20,497889,0,0,0,31744,96,11,0,2,1,,26945,,,5389,5389,27591680,0,0,320,0,0,1,30,5020,1592463360,14843465728,4116709376,0,0,,,,1,,46100,4610,4610,47206400,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_226206,_1462211675523_226202,,,,,,,false,1,1,SUCCEEDED,54,2821716,6155519,0,0,0,5899843,16130228,156,0,2,1,,133795,,,26759,26759,137006080,547591,131038,3718,262076,0,1,253,29650,1933299712,14859522048,4116709376,0,0,,,,1,,120640,12064,12064,123535360,21519006,2821712,0,0,120159,2821712,131038,0,1,0,0,0,0,0,0,,1,1,0,547591,120159,131038,,,,,,
_1462211675523_210496,_1462211675523_210493,,,,,,,false,1,1,SUCCEEDED,49,20,514635,0,0,0,93898,96,8,0,2,1,,47505,,,9501,9501,48645120,0,0,322,0,0,1,187,6680,1596039168,14873260032,4116709376,0,0,,,,1,1,64890,6489,6489,66447360,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_213197,_1462211675523_213195,,,,,,,false,1,1,SUCCEEDED,49,20,494505,0,0,0,30921,96,7,0,2,1,,26530,,,5306,5306,27166720,0,0,319,0,0,1,46,4980,1566703616,14827036672,4116709376,0,0,,,,1,1,92370,9237,9237,94586880,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_243533,_1462211675523_243206,227428,68,hadoop06,,,,false,1,1,SUCCEEDED,49,20,509055,0,0,0,41348,96,269,0,2,1,,61090,,,12218,12218,62556160,0,0,10705,0,0,1,154,6060,1442254848,14866620416,4116709376,0,0,MAPREDUCE,1463742078328,1463742116533,1,,93000,9300,9300,95232000,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_219174,_1462211675523_219085,,,,,,,false,61,265,SUCCEEDED,57,4527897171,9890538792,0,0,0,17753973040,25440,1917,0,530,61,,15956920,,,3191384,3191384,16339886080,211352259,205887273,50797,411774546,0,16165,55894,5776540,281197649920,2876940623872,739772465152,0,0,,,,266,13,56917950,5691795,5691795,58283980800,17883461160,5278692525,0,0,205887273,5278692525,205887273,0,16165,0,0,0,0,0,0,1,48,265,0,211352259,0,205887273,0,,,,,
_1462211675523_206816,_1462211675523_206810,,,,,,,false,42,186,SUCCEEDED,55,4862349,66876896,0,0,0,12488612431,30834683,1402,0,372,42,,22573485,,,4514697,4514697,23115248640,166340518,265697,53743,531394,0,7812,39227,5286140,179500064768,2014875746304,473500745728,0,0,,,,186,6,81456510,8145651,8145651,83411466240,41135882,5094125,0,0,253474,5094125,265697,0,7812,0,0,0,0,0,0,,36,1,0,166340518,253474,265697,,,,,,
_1462211675523_237610,_1462211675523_237608,,,,,,,false,100,450,SUCCEEDED,56,14188346866,21395264719,0,0,0,7503821916,33219594254,5305,0,900,100,,48435835,,,9687167,9687167,49598295040,393718926,393718353,113748,972324419,0,45000,130805,16116330,574864879616,4866290225152,1242714079232,0,0,,,,451,15,84566460,8456646,8456646,86596055040,35367283860,8605862513,0,0,393576097,8605862513,393718353,0,45000,0,0,0,0,0,0,1,85,450,0,393718926,393576097,393718353,,,,,,
_1462211675523_210067,_1462211675523_209981,,,,,,,false,1,10,SUCCEEDED,49,200,2773297,0,0,0,102083,20,26,0,10,1,,18605,,,3721,3721,19051520,0,0,305,0,0,10,303,25190,6180478976,101814435840,22641901568,0,0,,,,10,,454500,45450,45450,465408000,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_230940,_1462211675523_230858,,,,,,,false,1,1,SUCCEEDED,49,20,500419,0,0,0,67708,96,525,0,2,1,,65790,,,13158,13158,67368960,0,0,20945,0,0,1,153,8410,1541971968,14851403776,4116709376,0,0,,,,1,,117290,11729,11729,120104960,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_235693,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,415020,1,1,83004,83004,424980480,1,0,67,0,0,0,189,7970,313253888,1358970880,506986496,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_223264,_1462211675523_223263,,,,,,,false,17,65,SUCCEEDED,55,45541086,111393601,0,0,0,4315522571,198183044,801,0,130,17,,20855795,,,4171159,4171159,21356334080,74825640,1164448,45249,2328896,0,1105,41270,4449130,69577846784,716181995520,173912096768,0,0,,,,65,4,33609470,3360947,3360947,34416097280,188144328,45557466,0,0,1,45557466,1164448,0,1105,0,0,0,0,0,0,,13,1,0,74825640,1164448,1164448,,,,,,
_1462211675523_210464,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167088,311,0,8,1,1,6462555,1,1,1292511,1292511,6617656320,1,0,67,0,0,0,304,18540,368762880,1358118912,491257856,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_218133,_1462211675523_218123,,,,,,,false,1,10,SUCCEEDED,49,200,2759509,0,0,0,102006,20,26,0,10,1,,44670,,,8934,8934,45742080,0,0,305,0,0,10,880,37120,5892964352,101818310656,22641901568,0,0,,,,10,,902200,90220,90220,923852800,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_235128,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,455530,1,1,91106,91106,466462720,1,0,67,0,0,0,194,8370,321540096,1366085632,509607936,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_228106,_1462211675523_227986,,,,,,,false,1,1,SUCCEEDED,49,20,500341,0,0,0,95222,96,837,0,2,1,,58880,,,11776,11776,60293120,0,0,33425,0,0,1,83,8620,1557135360,14872580096,4116709376,0,0,,,,1,1,72460,7246,7246,74199040,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_237326,_1462211675523_237061,,,,,,,false,15,57,SUCCEEDED,57,1479570010,3107991199,0,0,0,3774038145,5472,1925,0,114,15,,3984775,,,796955,796955,4080409600,86069894,86069894,71135,172139788,0,855,9849,1474240,62534062080,628630970368,151579525120,0,0,,,,58,4,11100290,1110029,1110029,11366696960,4200205920,1610067122,0,0,86069894,1610067122,86069894,0,855,0,0,0,0,0,0,1,11,57,0,86069894,0,86069894,0,,,,,
_1462211675523_244820,_1462211675523_244811,974898,140,hadoop05,,,,false,1,10,SUCCEEDED,49,200,2759050,0,0,0,102006,20,26,0,10,1,,36760,,,7352,7352,37642240,0,0,305,0,0,10,555,33820,5799665664,101805744128,22641901568,0,0,MAPREDUCE,1463753530771,1463753569064,10,,656060,65606,65606,671805440,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_234163,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,4825855,1,1,965171,965171,4941675520,1,0,67,0,0,0,450,16750,350027776,1367089152,496500736,0,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_215414,_1462211675523_215411,,,,,,,false,31,135,SUCCEEDED,56,3195136836,5648248021,0,0,0,2217176278,9931679020,2159,0,270,31,,12434635,,,2486927,2486927,12733066240,119260606,119110767,49731,268989233,0,4185,34727,4666460,169164726272,1465040138240,363495686144,0,0,,,,136,13,27149910,2714991,2714991,27801507840,10573911797,2471483250,0,0,119077314,2471483250,119110767,0,4185,0,0,0,0,0,0,1,18,135,0,119260606,119077314,119110767,,,,,,
_1462211675523_211110,_1462211675523_211107,,,,,,,false,15,65,SUCCEEDED,55,1604366879,2730029831,0,0,0,1051087421,4916264877,1446,0,130,15,,5948085,,,1189617,1189617,6090839040,58393224,58288705,34918,139023341,0,975,17448,2249090,79176617984,705712685056,178250579968,0,0,,,,66,,12321740,1232174,1232174,12617461760,5225362547,1126394918,0,0,58287915,1126394918,58288705,0,975,0,0,0,0,0,0,1,15,65,0,58393224,58287915,58288705,,,,,,
_1462211675523_231617,_1462211675523_231616,,,,,,,false,43,162,SUCCEEDED,55,121128184,292863399,0,0,0,10954402500,340003957,29999,0,324,43,,28696815,,,5739363,5739363,29385538560,145043726,1933928,2174717,3867856,0,6966,47800,5400630,158074552320,1788681682944,429130776576,0,0,,,,162,8,18059070,1805907,1805907,18492487680,323164589,121238736,0,0,1,121238736,1933928,0,6966,0,0,0,0,0,0,,35,1,0,145043726,1933928,1933928,,,,,,
_1462211675523_245178,,2964420,526,hadoop02,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167013,311,0,8,1,1,2550145,1,1,510029,510029,2611348480,1,0,67,0,0,0,180,11670,323272704,1347567616,483917824,0,0,MAPREDUCE,1463758974125,1463759494300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_204966,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167017,311,0,8,1,1,1835025,1,1,367005,367005,1879065600,1,0,67,0,0,0,221,11570,333430784,1376206848,501743616,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_214480,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,4428435,1,1,885687,885687,4534717440,1,0,67,0,0,0,258,16090,320671744,1346236416,497025024,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_214084,_1462211675523_213999,,,,,,,false,68,294,SUCCEEDED,57,5229805707,11462427769,0,0,0,19679787499,28224,2085,0,588,68,,18066485,,,3613297,3613297,18500080640,236258375,236258375,52598,472516750,0,19992,60464,6218500,312269508608,3193321283584,798569267200,0,0,,,,295,19,43767980,4376798,4376798,44818411520,20269673449,6141816082,0,0,236258375,6141816082,236258375,0,19992,0,0,0,0,0,0,1,49,294,0,236258375,0,236258375,0,,,,,
_1462211675523_234252,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,24770,1,1,4954,4954,25364480,1,0,67,0,0,0,126,7500,325255168,1372278784,510132224,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_227021,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,545150,1,1,109030,109030,558233600,1,0,67,0,0,0,194,7990,323244032,1365569536,509083648,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_214835,_1462211675523_214833,,,,,,,false,16,59,SUCCEEDED,56,294414940,467844665,0,0,0,4010109568,703192825,14103,0,118,16,,21879110,,,4375822,4375822,22404208640,68059759,4055084,1037583,11406059,0,944,40038,4389010,63924084736,653124775936,161995030528,0,0,,,,60,1,7331920,733192,733192,7507886080,668131133,159725166,0,0,1,159725166,4055084,0,944,0,0,0,0,0,0,1,15,1,0,68059759,4055084,4055084,,,,,,
_1462211675523_231583,_1462211675523_231510,,,,,,,false,1,1,SUCCEEDED,49,20,500419,0,0,0,68118,96,529,0,2,1,,41695,,,8339,8339,42695680,0,0,21105,0,0,1,72,6800,1573347328,14853943296,4116709376,0,0,,,,1,1,68840,6884,6884,70492160,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_218199,_1462211675523_218094,,,,,,,false,42,181,SUCCEEDED,57,3131951752,6756098747,0,0,0,12090354473,17376,1285,0,362,42,,11176955,,,2235391,2235391,11445201920,144500486,144500486,32505,289000972,0,7602,38233,3900290,190754635776,1966812516352,495538667520,0,0,,,,182,11,28309010,2830901,2830901,28988426240,12426680140,3566793806,0,0,144500486,3566793806,144500486,0,7602,0,0,0,0,0,0,1,31,181,0,144500486,0,144500486,0,,,,,
_1462211675523_239802,_1462211675523_239797,385216208,47476,hadoop06,,,,false,141,619,SUCCEEDED,56,18346122331,28648803159,0,0,0,10468936394,45607233527,12361,0,1238,141,,67597510,,,13519502,13519502,69219850240,543376733,542821213,293111,1254509224,0,87279,180664,21928890,824715071488,6714004783104,1641171386368,0,0,MAPREDUCE,1463707840013,1463711414763,623,26,293584170,29358417,29358417,300630190080,48559931173,12319608798,0,0,542697621,12319608798,542821213,0,87279,0,0,0,0,0,0,4,115,619,0,543376733,542697621,542821213,,,,,,
_1462211675523_211115,_1462211675523_210913,,,,,,,false,1,10,SUCCEEDED,55,22691163,48212916,0,0,0,139962938,10994496,80,0,31,1,,64365,,,12873,12873,65909760,656971,656971,1265,1313942,0,10,1281,127090,8487202816,101830737920,24793579520,0,0,,,,11,1,1357550,135755,135755,1390131200,133949033,22691123,0,0,10,22691123,656971,0,10,0,0,0,0,0,0,1,,10,0,656971,,656971,,656971,,,,
_1462211675523_245188,_1462211675523_245186,177564,51,hadoop06,,,,false,1,1,SUCCEEDED,49,20,497901,0,0,0,31746,96,11,0,2,1,,32915,,,6583,6583,33704960,0,0,321,0,0,1,82,6500,1594834944,14863478784,4116709376,0,0,MAPREDUCE,1463759503680,1463759529445,1,,74470,7447,7447,76257280,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_210625,_1462211675523_210564,,,,,,,false,7,10,SUCCEEDED,54,654903483,1313994575,0,0,0,1599416866,710083846,852,0,31,7,,1051570,,,210314,210314,1076807680,9049936,9049936,32535,18099872,0,70,4758,435630,29748244480,132869218304,49067589632,0,0,,,,10,,2723450,272345,272345,2788812800,1520797910,654891911,0,0,10,654891911,9049936,0,70,0,0,0,0,0,0,,7,10,0,9049936,,9049936,,,,,9049936,
_1462211675523_219643,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167090,311,0,8,1,1,8999120,1,1,1799824,1799824,9215098880,1,0,67,0,0,0,336,21490,364048384,1361301504,480247808,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_208033,_1462211675523_208001,,,,,,,false,6,20,SUCCEEDED,57,251706893,525516249,0,0,0,1306344263,1920,179,0,40,6,,1093760,,,218752,218752,1120010240,16114434,16114434,5208,32228868,0,120,2682,354940,21602693120,224548237312,55420387328,0,0,,,,21,1,1768530,176853,176853,1810974720,1357856338,267319046,0,0,16114434,267319046,16114434,0,120,0,0,0,0,0,0,1,5,20,0,16114434,0,16114434,0,,,,,
_1462211675523_210824,_1462211675523_210723,,,,,,,false,6,19,SUCCEEDED,57,480158712,993232903,0,0,0,1252565825,1824,625,0,38,6,,1237005,,,247401,247401,1266693120,28679029,28679029,23110,57358058,0,114,3075,457720,20743876608,214725660672,53944516608,0,0,,,,20,2,2714590,271459,271459,2779740160,1395522651,506705977,0,0,28679029,506705977,28679029,0,114,0,0,0,0,0,0,1,4,19,0,28679029,0,28679029,0,,,,,
_1462211675523_211126,_1462211675523_211123,,,,,,,false,48,213,SUCCEEDED,56,4092240717,6990410481,0,0,0,3599936281,11745074690,2595,0,426,48,,19197855,,,3839571,3839571,19658603520,185889062,140251289,56144,326032638,0,10224,63701,6598420,262764560384,2306889904128,586939367424,0,0,,,,214,17,38201210,3820121,3820121,39118039040,12526033881,2969800685,0,0,140180900,2969800685,140251289,0,10224,0,0,0,0,0,0,1,31,213,0,185889062,140180900,140251289,,,,,,
