Job ID,parent,MB-seconds,vcore-seconds,AM Host,WF-Type,WF-Name,Application-Name,Uber job,Number of maps,Number of reduces,Job state,Counters,FILE Number of bytes read,FILE Number of bytes written,FILE Number of read operations,FILE Number of large read operations,FILE Number of write operations,HDFS Number of bytes read,HDFS Number of bytes written,HDFS Number of read operations,HDFS Number of large read operations,HDFS Number of write operations,Launched map tasks,Other local map tasks,Total time spent by all maps in occupied slots ms,TOTAL_LAUNCHED_UBERTASKS,NUM_UBER_SUBMAPS,Total time spent by all map tasks ms,Total vcore-seconds taken by all map tasks,Total megabyte-seconds taken by all map tasks,Map input records,Map output records,Input split bytes,Spilled Records,Failed Shuffles,Merged Map outputs,GC time elapsed ms,CPU time spent ms,Physical memory bytes snapshot,Virtual memory bytes snapshot,Total committed heap usage bytes,Bytes Read,Bytes Written,Application-Type,Start-Time,Finish-Time,Launched reduce tasks,Rack-local map tasks,Total time spent by all reduces in occupied slots ms,Total time spent by all reduce tasks ms,Total vcore-seconds taken by all reduce tasks,Total megabyte-seconds taken by all reduce tasks,Map output bytes,Map output materialized bytes,Combine input records,Combine output records,Reduce input groups,Reduce shuffle bytes,Reduce input records,Reduce output records,Shuffled Maps,BAD_ID,CONNECTION,IO_ERROR,WRONG_LENGTH,WRONG_MAP,WRONG_REDUCE,Killed reduce tasks,Data-local map tasks,CREATED_FILES,DESERIALIZE_ERRORS,RECORDS_IN,RECORDS_OUT_0,RECORDS_OUT_INTERMEDIATE,SKEWJOINFOLLOWUPJOBS,RECORDS_OUT_1_default.a_activity,RECORDS_OUT_1_default.v_activity,RECORDS_OUT_1_default.r_activity_archive_parquet,RECORDS_OUT_1_default.r_send_archive_parquet,Failed reduce tasks
_1462211675523_229797,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167014,311,0,8,1,1,535385,1,1,107077,107077,548234240,1,0,67,0,0,0,208,8890,312635392,1355919360,508559360,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_210060,_1462211675523_209981,,,,,,,false,1,1,SUCCEEDED,49,20,500491,0,0,0,59318,96,429,0,2,1,,25060,,,5012,5012,25661440,0,0,17105,0,0,1,22,4340,1590112256,14869143552,4116709376,0,0,,,,1,,40170,4017,4017,41134080,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_210974,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,2719660,1,1,543932,543932,2784931840,1,0,67,0,0,0,366,13080,380370944,1344405504,494403584,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_233062,_1462211675523_232974,,,,,,,false,63,271,SUCCEEDED,57,4740103644,10344062178,0,0,0,18167146710,26016,1922,0,542,63,,14032570,,,2806514,2806514,14369351680,216089257,216089257,48514,432178514,0,17073,44697,5287540,279800434688,2945429557248,737867726848,0,0,,,,272,24,34835250,3483525,3483525,35671296000,18671539027,5520209036,0,0,216089257,5520209036,216089257,0,17073,0,0,0,0,0,0,1,39,271,0,216089257,0,216089257,0,,,,,
_1462211675523_208439,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167089,311,0,8,1,1,5885835,1,1,1177167,1177167,6027095040,1,0,67,0,0,0,308,15500,401080320,1359568896,482344960,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_238458,,141661,25,hadoop02,,,,true,1,0,SUCCEEDED,31,0,118696,0,0,0,117844,166981,311,0,8,1,1,53825,1,1,10765,10765,55116800,1,0,67,0,0,0,83,6820,320716800,1362731008,510132224,0,0,MAPREDUCE,1463695657083,1463695676190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_223364,_1462211675523_223032,,,,,,,false,1,3,SUCCEEDED,55,23118754,47255293,0,0,0,174917728,90234491,527,0,6,1,,203270,,,40654,40654,208148480,779799,779799,20785,1559598,0,3,395,48810,2914496512,34137788416,8233418752,0,0,,,,4,,401540,40154,40154,411176960,204077936,23118742,0,0,422517,23118742,779799,0,3,0,0,0,0,0,0,1,1,1,0,779799,422517,779799,,,,,,
_1462211675523_218446,_1462211675523_218437,,,,,,,false,1,10,SUCCEEDED,49,200,2732520,0,0,0,97310,20,26,0,10,1,,28115,,,5623,5623,28789760,0,0,305,0,0,10,479,30430,5894402048,101815226368,22641901568,0,0,,,,10,,588350,58835,58835,602470400,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_224499,_1462211675523_224498,,,,,,,false,15,57,SUCCEEDED,56,32318281,82466113,0,0,0,3816703368,143442901,13379,0,114,15,,19667985,,,3933597,3933597,20140016640,64685331,844885,984086,1689770,0,855,35494,3956530,61721759744,628463874048,153343754240,0,0,,,,58,4,22257400,2225740,2225740,22791577600,136161774,32330821,0,0,1,32330821,844885,0,855,0,0,0,0,0,0,1,11,1,0,64685331,844885,844885,,,,,,
_1462211675523_234558,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167016,311,0,8,1,1,3247150,1,1,649430,649430,3325081600,1,0,67,0,0,0,134,11420,360493056,1369722880,498073600,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_208784,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,419030,1,1,83806,83806,429086720,1,0,67,0,0,0,163,8280,309497856,1345130496,506986496,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_217599,_1462211675523_217539,,,,,,,false,3,10,SUCCEEDED,55,278307942,559820536,0,0,0,721936788,302652576,748,0,31,3,,455675,,,91135,91135,466611200,4097270,4097270,28115,8194540,0,30,3486,279400,16760778752,112143523840,36979081216,0,0,,,,11,,2356380,235638,235638,2412933120,686266290,278302185,0,0,10,278302185,4097270,0,30,0,0,0,0,0,0,1,3,10,0,4097270,,4097270,,,,,4097270,
_1462211675523_220156,_1462211675523_220147,,,,,,,false,1,1,SUCCEEDED,49,20,518913,0,0,0,22785,2,8,0,1,1,,42315,,,8463,8463,43330560,0,0,305,0,0,1,90,5320,1465778176,14842421248,4116709376,0,0,,,,1,1,86340,8634,8634,88412160,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_209008,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167015,311,0,8,1,1,372735,1,1,74547,74547,381680640,1,0,67,0,0,0,221,8900,301359104,1358712832,508035072,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_222951,_1462211675523_222904,,,,,,,false,1,1,SUCCEEDED,49,20,500497,0,0,0,40252,96,213,0,2,1,,49660,,,9932,9932,50851840,0,0,8465,0,0,1,67,6430,1522323456,14848143360,4116709376,0,0,,,,1,1,65040,6504,6504,66600960,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_206139,_1462211675523_206135,,,,,,,false,1,1,SUCCEEDED,49,20,514645,0,0,0,93902,96,8,0,2,1,,35250,,,7050,7050,36096000,0,0,323,0,0,1,33,5500,1672724480,14872055808,4116709376,0,0,,,,1,1,53480,5348,5348,54763520,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_208996,_1462211675523_208941,,,,,,,false,2,10,SUCCEEDED,56,65013285,133005548,0,0,0,292724030,59189513,282,0,31,2,,184165,,,36833,36833,188584960,1655564,1655564,9410,3311128,0,20,1996,163410,10838016000,107080790016,27787788288,0,0,,,,11,1,1521060,152106,152106,1557565440,278233074,65011599,0,0,10,65011599,1655564,0,20,0,0,0,0,0,0,1,1,10,0,1655564,,1655564,,,,1655564,,
_1462211675523_213277,_1462211675523_213208,,,,,,,false,28,118,SUCCEEDED,57,2012981683,4317465845,0,0,0,7870447887,11328,840,0,236,28,,7053365,,,1410673,1410673,7222645760,94105990,94105990,21355,188211980,0,3304,24150,2488190,124868816896,1285521113088,323394469888,0,0,,,,119,7,17106850,1710685,1710685,17517414400,8088567561,2266975178,0,0,94105990,2266975178,94105990,0,3304,0,0,0,0,0,0,1,21,118,0,94105990,0,94105990,0,,,,,
_1462211675523_222988,_1462211675523_222985,,,,,,,false,1,1,SUCCEEDED,49,20,497901,0,0,0,31746,96,11,0,2,1,,26495,,,5299,5299,27130880,0,0,321,0,0,1,53,5300,1625788416,14841229312,4116709376,0,0,,,,1,,52380,5238,5238,53637120,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_217546,_1462211675523_217540,,,,,,,false,37,160,SUCCEEDED,56,4069289998,6880066834,0,0,0,2634444563,11742984682,2377,0,320,37,,16724965,,,3344993,3344993,17126364160,140686380,140517644,54054,329381465,0,5920,49188,5891930,196123529216,1737628577792,440993316864,0,0,,,,161,5,31740420,3174042,3174042,32502190080,12502154678,2890044845,0,0,140410016,2890044845,140517644,0,5920,0,0,0,0,0,0,1,32,160,0,140686380,140410016,140517644,,,,,,
_1462211675523_238297,_1462211675523_237900,2012738,277,hadoop04,,,,false,1,10,SUCCEEDED,55,38578149,79986687,0,0,0,237327700,19142021,92,0,31,1,,142980,,,28596,28596,146411520,1097455,1097455,1745,2194910,0,10,1686,163600,9581428736,101813350400,26325549056,0,0,MAPREDUCE,1463694185052,1463694255256,11,1,1558410,155841,155841,1595811840,227315869,38578109,0,0,10,38578109,1097455,0,10,0,0,0,0,0,0,1,,10,0,1097455,,1097455,,1097455,,,,
_1462211675523_205383,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167016,311,0,8,1,1,2620860,1,1,524172,524172,2683760640,1,0,67,0,0,0,218,12220,336584704,1369292800,488112128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_214337,_1462211675523_214270,,,,,,,false,1,10,SUCCEEDED,49,200,2773453,0,0,0,102083,20,26,0,10,1,,38825,,,7765,7765,39756800,0,0,305,0,0,10,720,35630,5846831104,101767405568,22641901568,0,0,,,,10,1,899380,89938,89938,920965120,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_212911,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,2820770,1,1,564154,564154,2888468480,1,0,67,0,0,0,314,12950,389615616,1362399232,487063552,0,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_206917,_1462211675523_206865,,,,,,,false,1,10,SUCCEEDED,54,25959676,54651472,0,0,0,111877014,23147921,272,0,31,1,,78810,,,15762,15762,80701440,657371,657371,8945,1314742,0,10,706,97490,8228818944,101865512960,23179821056,0,0,,,,10,,835420,83542,83542,855470080,106098099,25959636,0,0,10,25959636,657371,0,10,0,0,0,0,0,0,,1,10,0,657371,,657371,,,,657371,,
_1462211675523_219844,_1462211675523_219662,,,,,,,false,1,0,SUCCEEDED,29,0,255203,0,0,0,111885,96,1112,0,2,1,,77040,,,15408,15408,78888960,0,0,44465,0,0,0,91,7180,586203136,5202071552,2058354688,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_211370,,,,,,,,true,1,0,SUCCEEDED,31,0,119244,0,0,0,118388,167015,311,0,8,1,1,3561955,1,1,712391,712391,3647441920,1,0,67,0,0,0,290,14840,396832768,1367724032,498597888,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_235332,,,,,,,,true,1,0,SUCCEEDED,31,0,119512,0,0,0,118656,167014,311,0,8,1,1,403090,1,1,80618,80618,412764160,1,0,67,0,0,0,141,8240,316952576,1344438272,508035072,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_233483,,,,,,,,true,1,0,SUCCEEDED,31,0,119244,0,0,0,118388,167016,311,0,8,1,1,3325135,1,1,665027,665027,3404938240,1,0,67,0,0,0,420,15150,325017600,1360809984,509607936,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_227178,_1462211675523_227113,,,,,,,false,1,10,SUCCEEDED,54,2263324,7285298,0,0,0,15599259,1985168,768,0,31,1,,55615,,,11123,11123,56949760,124860,124860,28785,249720,0,10,676,81700,6334701568,101819932672,23179821056,0,0,,,,10,1,1040120,104012,104012,1065082880,14412537,2263284,0,0,10,2263284,124860,0,10,0,0,0,0,0,0,,,10,0,124860,,124860,,124860,,,,
_1462211675523_205859,_1462211675523_205827,,,,,,,false,5,17,SUCCEEDED,54,278348242,564990782,0,0,0,460106258,637805673,1028,0,34,5,,2768095,,,553619,553619,2834529280,30500745,20092878,27664,40185756,0,85,5196,741210,20222038016,190139400192,48428482560,0,0,,,,17,,2763590,276359,276359,2829916160,979446018,280995470,0,0,14538621,280995470,20092878,0,85,0,0,0,0,0,0,,5,17,0,30500745,14538621,20092878,,,,,,
_1462211675523_207633,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,20045,1,1,4009,4009,20526080,1,0,67,0,0,0,72,3710,308322304,1374576640,508035072,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_213186,,,,,,,,true,1,0,SUCCEEDED,31,0,119244,0,0,0,118388,167013,311,0,8,1,1,466955,1,1,93391,93391,478161920,1,0,67,0,0,0,169,8080,313053184,1360101376,511705088,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_234005,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167012,311,0,8,1,1,500545,1,1,100109,100109,512558080,1,0,67,0,0,0,127,7350,313221120,1344290816,509083648,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_243339,_1462211675523_243336,94490344,16429,hadoop05,,,,false,43,162,SUCCEEDED,55,919344,53123847,0,0,0,10955220573,5833890,29999,0,324,43,,64594120,,,12918824,12918824,66144378880,145043726,48839,2174717,97678,0,6966,40066,4641750,143361544192,1788708118528,418386018304,0,0,MAPREDUCE,1463740297371,1463741126660,162,12,23970090,2397009,2397009,24545372160,7446514,1027560,0,0,48839,1027560,48839,0,6966,0,0,0,0,0,0,,31,1,0,145043726,48839,48839,,,,,,
_1462211675523_235287,_1462211675523_235249,,,,,,,false,10,10,SUCCEEDED,56,984712504,1974352312,0,0,0,2414655756,1061975981,758,0,31,10,,1068335,,,213667,213667,1093975040,13497306,13497306,28970,26994612,0,100,5324,594510,35035336704,148595240960,56100913152,0,0,,,,13,3,4979130,497913,497913,5098629120,2297434418,984699046,0,0,10,984699046,13497306,0,100,0,0,0,0,0,0,3,7,10,0,13497306,,13497306,,,,,13497306,
_1462211675523_233935,_1462211675523_233585,,,,,,,false,1,10,SUCCEEDED,55,11026247,24883351,0,0,0,71536095,5436250,72,0,31,1,,111535,,,22307,22307,114211840,402743,402743,945,805486,0,10,1098,121640,8083939328,101793005568,23717740544,0,0,,,,11,1,1346860,134686,134686,1379184640,67942591,11026207,0,0,10,11026207,402743,0,10,0,0,0,0,0,0,1,,10,0,402743,,402743,,402743,,,,
_1462211675523_215216,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167015,311,0,8,1,1,505850,1,1,101170,101170,517990400,1,0,67,0,0,0,193,5950,316887040,1346781184,511705088,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_233620,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167036,311,0,8,1,1,8261105,1,1,1652221,1652221,8459371520,1,0,67,0,0,0,413,21030,381550592,1356886016,494403584,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_212240,_1462211675523_212238,,,,,,,false,16,60,SUCCEEDED,56,255466331,428849026,0,0,0,4026090812,682918237,14184,0,120,16,,20190660,,,4038132,4038132,20675235840,69018524,3970870,1036408,10443745,0,960,37413,4142290,64383725568,662853693440,162569650176,0,0,,,,61,4,13092520,1309252,1309252,13406740480,648635707,155924345,0,0,1,155924345,3970870,0,960,0,0,0,0,0,0,1,12,1,0,69018524,3970870,3970870,,,,,,
_1462211675523_221717,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167084,311,0,8,1,1,7059650,1,1,1411930,1411930,7229081600,1,0,67,0,0,0,388,20790,375148544,1365024768,479199232,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_215616,_1462211675523_215575,,,,,,,false,6,23,SUCCEEDED,55,461324998,938744327,0,0,0,653339113,1050694272,1047,0,46,6,,3922125,,,784425,784425,4016256000,42415278,32914896,27923,65829792,0,138,6070,1088000,26142941184,253363036160,61743300608,0,0,,,,24,,3142590,314259,314259,3218012160,1604279631,469987817,0,0,23952897,469987817,32914896,0,138,0,0,0,0,0,0,1,6,23,0,42415278,23952897,32914896,,,,,,
_1462211675523_206439,_1462211675523_206404,,,,,,,false,1,10,SUCCEEDED,54,40717,2797417,0,0,0,162238,72388,89,0,29,1,,20010,,,4002,4002,20490240,542,542,1745,1084,0,10,286,29840,6078816256,101827878912,22641901568,0,0,,,,10,,491670,49167,49167,503470080,88848,40677,0,0,9,40677,542,0,10,0,0,0,0,0,0,,1,9,0,542,,542,,,,,542,
_1462211675523_207716,_1462211675523_207710,,,,,,,false,1,1,SUCCEEDED,54,2147247,4806493,0,0,0,6833637,12712671,503,0,2,1,,81360,,,16272,16272,83312640,716310,104041,12188,208082,0,1,187,25870,1964445696,14865846272,4116709376,0,0,,,,1,1,65270,6527,6527,66836480,16300222,2147243,0,0,98171,2147243,104041,0,1,0,0,0,0,0,0,,,1,0,716310,98171,104041,,,,,,
_1462211675523_230939,_1462211675523_230806,,,,,,,false,1,1,SUCCEEDED,49,20,500485,0,0,0,110103,96,1009,0,2,1,,67400,,,13480,13480,69017600,0,0,40054,0,0,1,183,8990,1558532096,14867075072,4116709376,0,0,,,,1,1,79600,7960,7960,81510400,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_234872,_1462211675523_234609,,,,,,,false,1,10,SUCCEEDED,49,200,2773220,0,0,0,102039,20,26,0,10,1,,26490,,,5298,5298,27125760,0,0,303,0,0,10,643,31800,5743710208,101799772160,22641901568,0,0,,,,10,1,607750,60775,60775,622336000,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_230980,,,,,,,,true,1,0,SUCCEEDED,31,0,119245,0,0,0,118389,167017,311,0,8,1,1,3210860,1,1,642172,642172,3287920640,1,0,67,0,0,0,388,13750,393822208,1349378048,514850816,0,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_241002,_1462211675523_240786,209096886,26514,hadoop05,,,,false,156,680,SUCCEEDED,56,12584568167,28401441737,0,0,0,45620054239,65280,5874,0,1360,156,,43406910,,,8681382,8681382,44448675840,542849469,542697621,148517,1085395242,0,106080,128870,13964490,737894842368,7380162973696,1920440729600,0,0,MAPREDUCE,1463718475041,1463720469628,680,18,145777630,14577763,14577763,149276293120,46920487325,15606201290,0,0,542697621,15606201290,542697621,0,106080,0,0,0,0,0,0,,138,680,0,542849469,0,542697621,0,,,,,
_1462211675523_211525,,,,,,,,true,1,0,SUCCEEDED,31,0,119518,0,0,0,118662,167035,311,0,8,1,1,3817550,1,1,763510,763510,3909171200,1,0,67,0,0,0,210,13340,324460544,1363251200,478674944,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_221990,_1462211675523_221971,,,,,,,false,1,2,SUCCEEDED,55,16679575,34137415,0,0,0,127743776,20415045,17,0,5,1,,150215,,,30043,30043,153820160,1056172,1056172,465,2112344,0,2,699,82870,4351135744,24500215808,7788822528,0,0,,,,3,,1107680,110768,110768,1134264320,119087397,16679567,0,0,1,16679567,1056172,0,2,0,0,0,0,0,0,1,1,1,0,1056172,,1056172,,,1056172,,,
_1462211675523_220976,_1462211675523_220881,,,,,,,false,1,1,SUCCEEDED,49,20,511669,0,0,0,31011,96,14,0,2,1,,58690,,,11738,11738,60098560,0,0,818,0,0,1,32,6100,1637023744,14873214976,4116709376,0,0,,,,1,1,90790,9079,9079,92968960,0,16,0,0,0,16,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_245461,,513514,91,hadoop05,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167160,311,0,8,1,1,363545,1,1,72709,72709,372270080,1,0,67,0,0,0,221,9070,320069632,1347702784,509083648,0,0,MAPREDUCE,1463778154487,1463778239098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_214128,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167075,311,0,8,1,1,19350,1,1,3870,3870,19814400,1,0,67,0,0,0,39,3080,312131584,1366532096,508035072,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_205882,_1462211675523_205880,,,,,,,false,15,55,SUCCEEDED,55,44513989,106362387,0,0,0,3683963056,192796311,773,0,110,15,,13999420,,,2799884,2799884,14335406080,63232809,1130523,45386,2261046,0,825,24001,3069030,51913822208,609310146560,142999027712,0,0,,,,56,,8386840,838684,838684,8588124160,183047610,44526089,0,0,1,44526089,1130523,0,825,0,0,0,0,0,0,1,15,1,0,63232809,1130523,1130523,,,,,,
_1462211675523_232415,_1462211675523_232288,,,,,,,false,63,271,SUCCEEDED,57,4740103644,10346352016,0,0,0,18169148651,26016,1921,0,542,63,,14600185,,,2920037,2920037,14950589440,216089257,216089257,48511,432178514,0,17073,48046,5502880,287023226880,2945553350656,731743518720,0,0,,,,272,10,45193060,4519306,4519306,46277693440,18671539027,5520209036,0,0,216089257,5520209036,216089257,0,17073,0,0,0,0,0,0,1,53,271,0,216089257,0,216089257,0,,,,,
_1462211675523_219756,_1462211675523_219691,,,,,,,false,44,186,SUCCEEDED,57,3246442099,6994412460,0,0,0,12473861941,17856,1325,0,372,44,,10794060,,,2158812,2158812,11053117440,149054678,149054678,33598,298109356,0,8184,32905,3800470,194042519552,2025388613632,511969329152,0,0,,,,187,11,23116040,2311604,2311604,23670824960,12824806614,3690386159,0,0,149054678,3690386159,149054678,0,8184,0,0,0,0,0,0,1,33,186,0,149054678,0,149054678,0,,,,,
_1462211675523_226104,_1462211675523_226101,,,,,,,false,69,302,SUCCEEDED,56,7632382227,13256939082,0,0,0,5034676350,22382842823,9071,0,604,69,,31232095,,,6246419,6246419,31981665280,268270704,267978759,225031,603674537,0,20838,88452,11013650,381165662208,3275717001216,836360470528,0,0,,,,303,11,59720620,5972062,5972062,61153914880,23849504025,5837593495,0,0,267929004,5837593495,267978759,0,20838,0,0,0,0,0,0,1,58,302,0,268270704,267929004,267978759,,,,,,
_1462211675523_225446,_1462211675523_225395,,,,,,,false,1,10,SUCCEEDED,55,40579656,83891543,0,0,0,162400778,34558757,300,0,31,1,,160370,,,32074,32074,164218880,905033,905033,10065,1810066,0,10,1415,130750,8490418176,101824385024,24793579520,0,0,,,,11,,1155270,115527,115527,1182996480,154408692,40579616,0,0,10,40579616,905033,0,10,0,0,0,0,0,0,1,1,10,0,905033,,905033,,,,905033,,
_1462211675523_221661,_1462211675523_221543,,,,,,,false,1,10,SUCCEEDED,49,200,2773453,0,0,0,102083,20,26,0,10,1,,26465,,,5293,5293,27100160,0,0,305,0,0,10,648,33500,5967544320,101849874432,22641901568,0,0,,,,10,,722900,72290,72290,740249600,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,1,,,,,,,,,,,
_1462211675523_206387,_1462211675523_206375,,,,,,,false,1,1,SUCCEEDED,54,2101623,4722041,0,0,0,14899845,1202385,11,0,4,1,,31870,,,6374,6374,32634880,114877,114877,305,229754,0,1,114,15040,1864933376,14864625664,4116709376,0,0,,,,1,1,87530,8753,8753,89630720,13929941,2101619,0,0,1,2101619,114877,0,1,0,0,0,0,0,0,,,1,0,114877,,114877,,,114877,,,
_1462211675523_205507,_1462211675523_205493,,,,,,,false,1,10,SUCCEEDED,49,200,2716305,0,0,0,65528,20,26,0,10,1,,22325,,,4465,4465,22860800,0,0,305,0,0,10,325,25540,5771788288,101818716160,22641901568,0,0,,,,10,1,497480,49748,49748,509419520,0,160,0,0,0,160,0,0,10,0,0,0,0,0,0,,,,,,,,,,,,,
_1462211675523_215892,,,,,,,,true,1,0,SUCCEEDED,31,0,119286,0,0,0,118430,167077,311,0,8,1,1,17485,1,1,3497,3497,17904640,1,0,67,0,0,0,47,3150,304263168,1344389120,508035072,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_219817,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,373400,1,1,74680,74680,382361600,1,0,67,0,0,0,253,9130,315801600,1362075648,509083648,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_230156,_1462211675523_229879,,,,,,,false,145,628,SUCCEEDED,57,10403912099,23394753952,0,0,0,42155192985,379787771,4814,0,1256,145,,48207795,,,9641559,9641559,49364782080,515178488,455508407,146369,911016814,0,91060,133975,16275690,698315792384,6821361393664,1735630258176,0,0,,,,629,32,123863690,12386369,12386369,126836418560,39528745212,12790516235,0,0,455508407,12790516235,455508407,0,91060,0,0,0,0,0,0,1,113,628,0,515178488,2195297,455508407,0,,,,,
_1462211675523_211538,_1462211675523_211483,,,,,,,false,3,10,SUCCEEDED,56,148802420,300827346,0,0,0,653734572,133873049,292,0,31,3,,501845,,,100369,100369,513889280,3712487,3712487,9875,7424974,0,30,2937,267880,16035549184,112323387392,33669775360,0,0,,,,11,2,2070460,207046,207046,2120151040,621417719,148795524,0,0,10,148795524,3712487,0,30,0,0,0,0,0,0,1,1,10,0,3712487,,3712487,,,,3712487,,
_1462211675523_213587,,,,,,,,true,1,0,SUCCEEDED,31,0,119542,0,0,0,118686,167091,311,0,8,1,1,12231335,1,1,2446267,2446267,12524887040,1,0,67,0,0,0,628,27760,361975808,1363525632,476053504,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_237498,_1462211675523_237368,,,,,,,false,81,349,SUCCEEDED,56,6230122433,13719533997,0,0,0,23372006198,33504,2484,0,698,81,,16094075,,,3218815,3218815,16480332800,278555542,278555542,62804,557111084,0,28269,42271,6286990,353748459520,3793214861312,903086604288,0,0,,,,349,21,45152110,4515211,4515211,46235760640,24045846387,7381436226,0,0,278555542,7381436226,278555542,0,28269,0,0,0,0,0,0,,60,349,0,278555542,0,278555542,0,,,,,
_1462211675523_233132,,,,,,,,true,1,0,SUCCEEDED,31,0,119184,0,0,0,118332,167164,311,0,8,1,1,311790,1,1,62358,62358,319272960,1,0,67,0,0,0,107,6510,317259776,1362702336,508559360,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_1462211675523_204853,_1462211675523_204797,,,,,,,false,3,7,SUCCEEDED,55,92686010,190321669,0,0,0,419550541,672,55,0,14,3,,391570,,,78314,78314,400967680,5085569,5085569,1727,10171138,0,21,682,121070,8574455808,83222429696,21015035904,0,0,,,,7,,796320,79632,79632,815431680,434448245,95070204,0,0,5085569,95070204,5085569,0,21,0,0,0,0,0,0,,3,7,0,5085569,0,5085569,0,,,,,
